Id,AnswerCount,Score,Ratio
21441,1,0,1.0
21446,4,0,4.0
21454,8,10,0.8
21458,2,4,0.5
21462,6,32,0.19
21463,6,4,1.5
21470,2,0,2.0
21472,1,0,1.0
21474,1,3,0.33
21475,1,2,0.5
21499,1,0,1.0
21501,11,2,5.5
21510,1,2,0.5
21517,2,0,2.0
21521,2,9,0.22
21529,4,4,1.0
21533,2,4,0.5
21535,2,3,0.67
21549,9,7,1.29
21556,1,0,1.0
21575,6,8,0.75
21578,2,0,2.0
21583,3,2,1.5
21590,3,6,0.5
21592,2,2,1.0
21598,1,-1,-1.0
21600,1,32,0.03
21603,1,0,1.0
21606,2,1,2.0
21609,5,17,0.29
21619,2,0,2.0
21624,1,1,1.0
21627,1,4,0.25
21628,8,6,1.33
21629,2,0,2.0
21631,2,4,0.5
21636,3,4,0.75
21643,7,17,0.41
21645,3,3,1.0
21657,5,5,1.0
21660,3,2,1.5
21664,2,1,2.0
21667,2,3,0.67
21669,3,4,0.75
21680,1,0,1.0
21683,3,9,0.33
21685,2,2,1.0
21694,6,0,6.0
21705,2,0,2.0
21706,3,4,0.75
21715,2,2,1.0
21717,1,9,0.11
21718,6,2,3.0
21729,1,1,1.0
21732,7,8,0.88
21740,15,9,1.67
21756,3,11,0.27
21759,1,9,0.11
21761,6,2,3.0
21768,5,12,0.42
21774,13,10,1.3
21788,1,28,0.04
21791,1,5,0.2
21793,5,8,0.62
21796,13,5,2.6
21810,5,8,0.62
21820,2,1,2.0
21823,5,5,1.0
21830,4,-1,-4.0
21841,3,-2,-1.5
21844,4,7,0.57
21850,1,1,1.0
21856,1,0,1.0
21858,4,1,4.0
21866,2,2,1.0
21869,2,0,2.0
21875,4,0,4.0
21877,2,2,1.0
21885,1,6,0.17
21886,2,1,2.0
21891,3,1,3.0
21896,2,1,2.0
21897,5,14,0.36
21901,2,0,2.0
21906,3,2,1.5
21907,2,14,0.14
21912,4,1,4.0
21920,1,7,0.14
21923,1,3,0.33
21925,4,3,1.33
21932,6,13,0.46
21938,3,11,0.27
21942,6,5,1.2
21949,6,7,0.86
21957,8,7,1.14
21965,5,9,0.56
21975,12,6,2.0
21990,35,11,3.18
22024,9,12,0.75
22034,9,3,3.0
22044,7,0,7.0
22051,3,6,0.5
22054,3,0,3.0
22060,3,3,1.0
22063,4,3,1.33
22067,4,1,4.0
22070,3,0,3.0
22076,2,4,0.5
22079,1,0,1.0
22080,2,30,0.07
22082,1,2,0.5
22087,3,0,3.0
22092,1,-3,-0.33
22094,2,3,0.67
22097,1,2,0.5
22112,3,3,1.0
22114,5,3,1.67
22117,9,29,0.31
22130,2,1,2.0
22135,4,15,0.27
22136,2,0,2.0
22140,2,6,0.33
22143,2,2,1.0
22151,8,-9,-0.89
22157,1,6,0.17
22161,2,0,2.0
22165,3,5,0.6
22171,2,2,1.0
22174,7,28,0.25
22184,1,34,0.03
22186,5,9,0.56
22192,1,6,0.17
22194,9,11,0.82
22205,12,6,2.0
22218,4,1,4.0
22223,4,3,1.33
22228,1,16,0.06
22231,3,3,1.0
22232,6,13,0.46
22237,2,0,2.0
22240,5,1,5.0
22250,5,5,1.0
22263,2,6,0.33
22265,1,4,0.25
22267,4,4,1.0
22270,3,0,3.0
22272,5,0,5.0
22275,1,6,0.17
22281,2,0,2.0
22288,1,1,1.0
22289,1,1,1.0
22290,7,7,1.0
22305,2,15,0.13
22307,5,1,5.0
22308,3,4,0.75
22320,2,0,2.0
22326,1,0,1.0
22328,1,0,1.0
22332,2,1,2.0
22336,3,19,0.16
22337,2,0,2.0
22338,3,12,0.25
22345,2,2,1.0
22346,1,-1,-1.0
22349,2,1,2.0
22359,6,4,1.5
22366,1,3,0.33
22370,1,0,1.0
22374,2,1,2.0
22381,1,0,1.0
22385,1,0,1.0
22386,3,1,3.0
22388,4,24,0.17
22395,2,1,2.0
22400,51,22,2.32
22415,1,0,1.0
22422,1,6,0.17
22424,4,2,2.0
22429,5,2,2.5
22433,2,1,2.0
22442,3,1,3.0
22447,4,15,0.27
22450,2,1,2.0
22454,2,4,0.5
22456,5,6,0.83
22460,2,2,1.0
22468,2,0,2.0
22471,2,1,2.0
22473,4,1,4.0
22481,5,1,5.0
22487,1,1,1.0
22490,1,1,1.0
22497,2,3,0.67
22500,1,0,1.0
22503,5,6,0.83
22507,6,-1,-6.0
22510,4,37,0.11
22513,7,5,1.4
22516,5,5,1.0
22525,1,0,1.0
22529,2,0,2.0
22530,2,1,2.0
22531,2,1,2.0
22532,1,-1,-1.0
22542,1,1,1.0
22544,2,1,2.0
22551,2,1,2.0
22563,3,1,3.0
22567,10,6,1.67
22568,2,2,1.0
22581,3,1,3.0
22584,3,1,3.0
22588,4,-1,-4.0
22598,5,1,5.0
22604,4,-4,-1.0
22609,0,1,0.0
22621,2,2,1.0
22624,1,2,0.5
22630,6,12,0.5
22640,14,22,0.64
22654,7,13,0.54
22657,5,4,1.25
22670,2,4,0.5
22675,4,1,4.0
22678,2,1,2.0
22682,4,3,1.33
22690,2,0,2.0
22693,3,2,1.5
22703,2,0,2.0
22706,2,4,0.5
22708,1,0,1.0
22716,3,8,0.38
22717,4,0,4.0
22734,3,5,0.6
22737,1,2,0.5
22743,1,2,0.5
22744,1,1,1.0
22749,2,0,2.0
22752,1,8,0.12
22754,2,2,1.0
22760,1,0,1.0
22763,2,5,0.4
22766,6,0,6.0
22771,7,8,0.88
22778,5,4,1.25
22779,3,-6,-0.5
22785,1,0,1.0
22789,1,2,0.5
22791,2,1,2.0
22795,34,95,0.36
22830,1,2,0.5
22836,3,3,1.0
22842,5,14,0.36
22851,3,2,1.5
22863,4,2,2.0
22869,7,32,0.22
22874,1,6,0.17
22877,3,12,0.25
22880,1,3,0.33
22882,1,6,0.17
22883,1,5,0.2
22885,1,1,1.0
22887,1,2,0.5
22889,3,2,1.5
22895,4,0,4.0
22904,1,0,1.0
22907,3,5,0.6
22908,4,2,2.0
22914,3,0,3.0
22918,3,3,1.0
22922,3,4,0.75
22926,3,2,1.5
22929,2,-2,-1.0
22934,3,5,0.6
22940,7,13,0.54
22946,4,1,4.0
22953,5,3,1.67
22958,2,7,0.29
22963,6,7,0.86
22968,1,1,1.0
22972,3,6,0.5
22973,5,3,1.67
22983,3,0,3.0
22988,4,0,4.0
23003,1,0,1.0
23005,7,2,3.5
23013,4,2,2.0
23017,5,0,5.0
23025,3,3,1.0
23030,2,2,1.0
23035,3,0,3.0
23038,7,1,7.0
23049,3,6,0.5
23056,5,5,1.0
23063,2,0,2.0
23064,3,2,1.5
23072,2,-1,-2.0
23075,7,4,1.75
23076,1,1,1.0
23080,3,3,1.0
23084,4,1,4.0
23088,1,4,0.25
23092,2,1,2.0
23102,2,0,2.0
23108,1,0,1.0
23113,1,0,1.0
23116,2,1,2.0
23120,5,1,5.0
23124,2,0,2.0
23128,3,2,1.5
23133,3,1,3.0
23134,3,3,1.0
23136,1,3,0.33
23138,2,0,2.0
23147,2,5,0.4
23148,3,14,0.21
23157,3,1,3.0
23160,1,1,1.0
23162,1,3,0.33
23165,3,3,1.0
23168,2,3,0.67
23171,5,5,1.0
23172,1,0,1.0
23178,5,8,0.62
23180,0,3,0.0
23186,2,2,1.0
23191,2,3,0.67
23193,5,4,1.25
23199,1,1,1.0
23204,5,4,1.25
23211,4,2,2.0
23216,5,8,0.62
23220,3,1,3.0
23221,1,-2,-0.5
23223,3,10,0.3
23229,4,1,4.0
23230,1,0,1.0
23231,1,1,1.0
23241,1,2,0.5
23244,11,5,2.2
23255,1,0,1.0
23262,1,0,1.0
23276,3,2,1.5
23279,2,4,0.5
23282,1,0,1.0
23284,2,0,2.0
23289,2,1,2.0
23292,3,5,0.6
23296,4,9,0.44
23299,2,1,2.0
23302,1,4,0.25
23304,4,3,1.33
23307,2,0,2.0
23310,14,2,7.0
23321,8,17,0.47
23323,5,4,1.25
23334,2,5,0.4
23338,2,1,2.0
23345,1,1,1.0
23351,6,2,3.0
23366,8,26,0.31
23373,3,4,0.75
23380,4,1,4.0
23385,8,49,0.16
23386,9,10,0.9
23393,2,0,2.0
23397,3,1,3.0
23404,7,4,1.75
23406,1,0,1.0
23417,2,3,0.67
23418,1,10,0.1
23420,3,8,0.38
23424,1,1,1.0
23426,3,0,3.0
23430,2,2,1.0
23440,3,1,3.0
23442,2,1,2.0
23465,3,4,0.75
23469,3,5,0.6
23472,5,17,0.29
23475,4,-10,-0.4
23482,4,17,0.24
23486,1,3,0.33
23488,2,9,0.22
23490,1,13,0.08
23499,7,2,3.5
23520,2,2,1.0
23527,3,2,1.5
23531,1,5,0.2
23533,2,3,0.67
23535,2,15,0.13
23538,1,0,1.0
23546,2,4,0.5
23550,2,0,2.0
23554,4,22,0.18
23558,4,8,0.5
23579,1,1,1.0
23580,2,1,2.0
23584,2,1,2.0
23587,7,4,1.75
23588,1,1,1.0
23595,2,8,0.25
23598,2,1,2.0
23603,2,2,1.0
23611,7,24,0.29
23612,1,2,0.5
23615,2,16,0.12
23617,3,0,3.0
23624,5,13,0.38
23628,5,5,1.0
23631,3,1,3.0
23640,1,0,1.0
23643,2,18,0.11
23649,1,6,0.17
23656,1,15,0.07
23661,5,4,1.25
23670,2,1,2.0
23675,4,2,2.0
23677,2,0,2.0
23686,4,5,0.8
23688,1,1,1.0
23689,1,0,1.0
23692,3,4,0.75
23701,2,13,0.15
23703,2,1,2.0
23712,4,2,2.0
23717,1,2,0.5
23719,5,0,5.0
23724,2,4,0.5
23726,4,0,4.0
23734,3,3,1.0
23735,2,3,0.67
23741,1,4,0.25
23744,1,6,0.17
23746,1,1,1.0
23750,8,3,2.67
23756,4,5,0.8
23757,1,1,1.0
23761,0,1,0.0
23763,3,-1,-3.0
23767,3,-1,-3.0
23771,3,9,0.33
23773,6,-12,-0.5
23787,1,2,0.5
23799,2,2,1.0
23802,2,3,0.67
23811,1,2,0.5
23818,4,2,2.0
23822,2,1,2.0
23826,5,17,0.29
23829,3,3,1.0
23834,3,7,0.43
23837,2,6,0.33
23841,6,-3,-2.0
23850,2,0,2.0
23851,1,6,0.17
23858,3,2,1.5
23865,1,0,1.0
23866,2,0,2.0
23869,4,12,0.33
23877,4,5,0.8
23881,5,10,0.5
23884,3,3,1.0
23889,10,1,10.0
23899,12,55,0.22
23912,3,-1,-3.0
23928,1,1,1.0
23931,1,0,1.0
23935,2,1,2.0
23944,3,5,0.6
23946,1,1,1.0
23950,8,-6,-1.33
23954,5,-2,-2.5
23955,21,32,0.66
23959,8,30,0.27
23965,5,10,0.5
23971,1,3,0.33
23977,2,0,2.0
23982,5,13,0.38
23991,3,7,0.43
23996,7,6,1.17
24001,5,11,0.45
24003,2,0,2.0
24017,4,13,0.31
24019,5,16,0.31
24028,4,2,2.0
24030,3,4,0.75
24033,3,2,1.5
24036,5,-5,-1.0
24044,1,-1,-1.0
24047,1,1,1.0
24057,2,6,0.33
24065,7,24,0.29
24069,4,2,2.0
24079,22,22,1.0
24089,2,2,1.0
24090,3,11,0.27
24093,4,13,0.31
24101,3,1,3.0
24111,1,2,0.5
24123,3,6,0.5
24125,1,1,1.0
24130,1,3,0.33
24131,6,11,0.55
24135,1,9,0.11
24138,1,1,1.0
24139,2,2,1.0
24148,2,1,2.0
24156,3,4,0.75
24160,1,-1,-1.0
24165,18,13,1.38
24185,11,11,1.0
24186,8,6,1.33
24199,1,1,1.0
24204,1,0,1.0
24205,2,1,2.0
24215,1,0,1.0
24218,6,0,6.0
24226,4,3,1.33
24228,2,1,2.0
24230,3,0,3.0
24235,2,1,2.0
24240,4,4,1.0
24242,6,22,0.27
24244,8,14,0.57
24247,4,0,4.0
24254,1,2,0.5
24266,2,0,2.0
24269,1,1,1.0
24274,3,1,3.0
24277,1,3,0.33
24280,3,1,3.0
24284,1,20,0.05
24287,1,0,1.0
24291,1,0,1.0
24295,1,1,1.0
24296,3,0,3.0
24298,2,1,2.0
24305,3,5,0.6
24308,5,3,1.67
24313,2,5,0.4
24322,3,3,1.0
24327,4,2,2.0
24343,4,3,1.33
24352,3,3,1.0
24354,4,1,4.0
24371,4,0,4.0
24374,2,1,2.0
24380,4,1,4.0
24389,1,-3,-0.33
24393,1,0,1.0
24399,1,0,1.0
24400,3,15,0.2
24403,3,0,3.0
24408,5,1,5.0
24414,1,0,1.0
24421,12,11,1.09
24424,2,1,2.0
24428,1,-1,-1.0
24432,5,-6,-0.83
24437,1,9,0.11
24439,2,0,2.0
24444,2,4,0.5
24446,3,4,0.75
24451,2,4,0.5
24454,2,0,2.0
24456,2,2,1.0
24466,1,0,1.0
24469,2,0,2.0
24473,1,2,0.5
24474,1,0,1.0
24478,2,1,2.0
24480,7,25,0.28
24486,1,1,1.0
24488,2,1,2.0
24490,3,30,0.1
24492,1,1,1.0
24496,2,0,2.0
24502,4,2,2.0
24507,2,1,2.0
24514,2,1,2.0
24522,4,1,4.0
24534,1,1,1.0
24537,1,3,0.33
24539,2,6,0.33
24541,3,4,0.75
24544,2,0,2.0
24547,6,10,0.6
24550,1,1,1.0
24557,3,0,3.0
24560,1,7,0.14
24570,4,-3,-1.33
24571,1,5,0.2
24575,4,1,4.0
24586,2,0,2.0
24598,1,1,1.0
24601,1,0,1.0
24608,4,5,0.8
24611,13,60,0.22
24616,3,5,0.6
24619,1,3,0.33
24621,3,15,0.2
24625,3,1,3.0
24628,5,11,0.45
24637,3,4,0.75
24643,7,1,7.0
24653,2,4,0.5
24659,5,8,0.62
24666,2,3,0.67
24669,1,1,1.0
24671,1,2,0.5
24672,1,1,1.0
24675,2,1,2.0
24685,5,5,1.0
24694,1,6,0.17
24697,4,1,4.0
24703,3,5,0.6
24705,2,0,2.0
24709,3,6,0.5
24718,1,5,0.2
24719,2,3,0.67
24720,3,0,3.0
24727,3,1,3.0
24737,6,12,0.5
24745,3,1,3.0
24748,5,7,0.71
24754,1,1,1.0
24756,3,0,3.0
24769,5,1,5.0
24777,2,0,2.0
24781,3,-1,-3.0
24793,2,8,0.25
24802,2,10,0.2
24805,2,5,0.4
24807,2,1,2.0
24813,3,3,1.0
24816,4,1,4.0
24826,5,-7,-0.71
24827,1,0,1.0
24834,2,2,1.0
24838,12,3,4.0
24845,4,6,0.67
24857,2,1,2.0
24860,2,1,2.0
24864,1,0,1.0
24870,10,8,1.25
24880,6,2,3.0
24884,2,4,0.5
24886,6,0,6.0
24895,1,1,1.0
24897,22,21,1.05
24904,2,2,1.0
24912,1,6,0.17
24913,2,3,0.67
24915,2,3,0.67
24917,3,19,0.16
24920,4,14,0.29
24924,3,1,3.0
24926,4,1,4.0
24927,3,9,0.33
24933,4,26,0.15
24939,1,1,1.0
24940,2,2,1.0
24945,2,31,0.06
24948,1,4,0.25
24955,1,7,0.14
24958,1,4,0.25
24960,1,4,0.25
24962,1,8,0.12
24964,4,16,0.25
24967,2,3,0.67
24968,1,2,0.5
24973,1,2,0.5
24974,0,1,0.0
24976,4,20,0.2
24982,1,1,1.0
24984,3,1,3.0
24987,3,16,0.19
24988,1,12,0.08
24992,2,3,0.67
24994,7,16,0.44
24999,2,4,0.5
25002,3,3,1.0
25005,13,6,2.17
25017,1,1,1.0
25021,1,1,1.0
25025,0,0,0.0
25035,1,6,0.17
25042,1,0,1.0
25044,1,6,0.17
25046,4,13,0.31
25051,2,1,2.0
25053,3,9,0.33
25054,3,4,0.75
25055,2,19,0.11
25059,1,4,0.25
25063,1,0,1.0
25066,3,8,0.38
25068,0,1,0.0
25076,1,5,0.2
25077,1,0,1.0
25079,4,11,0.36
25083,2,1,2.0
25086,3,3,1.0
25088,3,0,3.0
25093,1,1,1.0
25101,4,5,0.8
25103,3,10,0.3
25104,3,12,0.25
25106,2,1,2.0
25111,1,5,0.2
25118,3,0,3.0
25125,3,0,3.0
25136,13,3,4.33
25154,2,5,0.4
25156,2,1,2.0
25164,2,0,2.0
25166,4,14,0.29
25169,1,4,0.25
25173,1,2,0.5
25176,2,2,1.0
25179,4,-5,-0.8
25184,9,1,9.0
25191,2,0,2.0
25194,5,16,0.31
25200,3,10,0.3
25201,1,4,0.25
25202,3,26,0.12
25209,4,4,1.0
25215,2,2,1.0
25224,4,6,0.67
25230,1,5,0.2
25233,1,2,0.5
25234,3,1,3.0
25235,8,1,8.0
25239,2,3,0.67
25243,3,0,3.0
25246,4,15,0.27
25260,3,2,1.5
25262,3,4,0.75
25270,3,2,1.5
25274,6,7,0.86
25275,2,13,0.15
25276,5,20,0.25
25283,2,1,2.0
25286,4,3,1.33
25289,1,3,0.33
25294,1,2,0.5
25295,1,2,0.5
25302,2,2,1.0
25306,1,3,0.33
25311,4,2,2.0
25312,4,2,2.0
25327,9,3,3.0
25333,1,2,0.5
25338,3,3,1.0
25344,4,-1,-4.0
25351,2,13,0.15
25352,6,7,0.86
25363,2,2,1.0
25368,1,1,1.0
25370,1,12,0.08
25378,1,5,0.2
25382,2,10,0.2
25385,1,2,0.5
25391,2,1,2.0
25395,2,1,2.0
25397,2,4,0.5
25402,1,1,1.0
25404,6,7,0.86
25412,1,-1,-1.0
25414,1,1,1.0
25415,2,-11,-0.18
25419,2,7,0.29
25424,1,1,1.0
25426,2,7,0.29
25427,2,1,2.0
25430,1,1,1.0
25435,1,0,1.0
25437,10,11,0.91
25448,5,7,0.71
25453,9,6,1.5
25466,1,0,1.0
25469,1,0,1.0
25478,2,0,2.0
25487,1,5,0.2
25488,2,1,2.0
25491,1,2,0.5
25492,1,3,0.33
25494,2,0,2.0
25496,2,0,2.0
25503,2,1,2.0
25504,1,2,0.5
25507,1,1,1.0
25512,2,0,2.0
25514,1,1,1.0
25519,1,-1,-1.0
25520,2,0,2.0
25526,1,0,1.0
25527,1,4,0.25
25530,2,0,2.0
25531,4,2,2.0
25538,1,1,1.0
25547,1,1,1.0
25553,3,2,1.5
25558,9,13,0.69
25576,2,0,2.0
25579,4,5,0.8
25581,1,0,1.0
25584,3,0,3.0
25594,3,13,0.23
25598,4,30,0.13
25603,2,2,1.0
25608,1,1,1.0
25610,1,1,1.0
25615,6,-14,-0.43
25624,7,1,7.0
25631,4,1,4.0
25648,3,3,1.0
25656,1,3,0.33
25657,2,7,0.29
25663,3,4,0.75
25669,1,0,1.0
25676,5,5,1.0
25681,1,8,0.12
25687,3,3,1.0
25690,4,1,4.0
25696,4,4,1.0
25700,2,0,2.0
25705,5,0,5.0
25706,1,0,1.0
25710,1,3,0.33
25725,3,2,1.5
25728,1,1,1.0
25736,1,4,0.25
25737,4,5,0.8
25740,2,0,2.0
25743,4,4,1.0
25745,1,0,1.0
25749,1,5,0.2
25750,1,2,0.5
25752,2,3,0.67
25756,3,0,3.0
25761,2,1,2.0
25762,0,0,0.0
25764,1,1,1.0
25770,2,1,2.0
25780,3,1,3.0
25785,1,2,0.5
25788,2,1,2.0
25792,1,0,1.0
25795,1,1,1.0
25797,1,2,0.5
25800,8,4,2.0
25803,2,13,0.15
25805,2,6,0.33
25809,3,-5,-0.6
25814,2,-2,-1.0
25822,2,5,0.4
25831,3,6,0.5
25835,1,0,1.0
25838,4,21,0.19
25840,7,-5,-1.4
25847,1,1,1.0
25854,9,3,3.0
25868,2,0,2.0
25871,2,4,0.5
25872,8,5,1.6
25877,5,3,1.67
25887,3,1,3.0
25890,19,32,0.59
25909,3,2,1.5
25918,4,1,4.0
25923,1,2,0.5
25925,5,9,0.56
25929,1,0,1.0
25933,4,4,1.0
25948,8,8,1.0
25956,3,3,1.0
25960,2,1,2.0
25966,1,0,1.0
25969,4,-2,-2.0
25971,1,0,1.0
25980,7,0,7.0
25983,1,4,0.25
25997,3,4,0.75
26002,1,1,1.0
26004,2,1,2.0
26011,14,27,0.52
26014,7,11,0.64
26021,2,0,2.0
26033,4,1,4.0
26038,1,4,0.25
26040,1,4,0.25
26043,1,5,0.2
26044,1,1,1.0
26047,3,2,1.5
26048,3,2,1.5
26051,8,10,0.8
26052,1,0,1.0
26056,3,6,0.5
26061,1,1,1.0
26078,3,3,1.0
26084,4,7,0.57
26087,4,1,4.0
26089,1,1,1.0
26093,2,0,2.0
26098,1,2,0.5
26100,6,3,2.0
26109,20,6,3.33
26126,2,2,1.0
26128,2,1,2.0
26132,3,-1,-3.0
26136,1,0,1.0
26138,4,0,4.0
26142,2,0,2.0
26145,5,15,0.33
26146,8,14,0.57
26149,3,7,0.43
26152,2,1,2.0
26158,1,1,1.0
26159,4,16,0.25
26162,2,4,0.5
26165,2,1,2.0
26180,3,1,3.0
26181,3,5,0.6
26184,5,-5,-1.0
26185,2,1,2.0
26190,1,0,1.0
26192,3,25,0.12
26199,7,0,7.0
26207,2,12,0.17
26211,2,1,2.0
26220,5,21,0.24
26224,7,-9,-0.78
26229,1,0,1.0
26232,1,5,0.2
26234,1,0,1.0
26237,2,3,0.67
26238,1,0,1.0
26239,5,10,0.5
26254,2,1,2.0
26263,2,7,0.29
26268,1,3,0.33
26270,3,0,3.0
26273,3,4,0.75
26279,4,3,1.33
26283,1,3,0.33
26287,6,5,1.2
26293,2,2,1.0
26295,2,2,1.0
26297,5,0,5.0
26301,3,1,3.0
26305,11,22,0.5
26319,5,5,1.0
26320,2,0,2.0
26326,1,3,0.33
26329,2,1,2.0
26337,1,2,0.5
26339,6,2,3.0
26345,5,34,0.15
26347,2,13,0.15
26350,3,0,3.0
26355,3,3,1.0
26365,5,6,0.83
26368,2,4,0.5
26370,5,10,0.5
26376,2,0,2.0
26377,1,0,1.0
26381,1,1,1.0
26382,5,18,0.28
26385,1,1,1.0
26387,3,1,3.0
26398,3,29,0.1
26412,2,1,2.0
26418,1,0,1.0
26421,2,0,2.0
26429,1,0,1.0
26431,2,2,1.0
26437,4,0,4.0
26438,3,0,3.0
26447,3,5,0.6
26450,2,3,0.67
26451,3,0,3.0
26454,1,1,1.0
26457,2,0,2.0
26460,2,1,2.0
26463,1,1,1.0
26464,3,0,3.0
26468,5,-5,-1.0
26473,11,1,11.0
26475,8,4,2.0
26483,3,2,1.5
26491,1,2,0.5
26498,1,1,1.0
26501,4,6,0.67
26510,2,0,2.0
26511,2,2,1.0
26514,4,6,0.67
26523,3,0,3.0
26530,1,1,1.0
26536,7,8,0.88
26548,4,8,0.5
26551,2,3,0.67
26557,4,3,1.33
26560,4,21,0.19
26569,3,2,1.5
26570,1,1,1.0
26574,3,3,1.0
26583,2,0,2.0
26586,10,1,10.0
26587,1,15,0.07
26598,1,1,1.0
26603,2,2,1.0
26613,2,2,1.0
26616,1,0,1.0
26621,25,10,2.5
26639,3,-2,-1.5
26643,2,9,0.22
26649,3,1,3.0
26660,3,6,0.5
26661,1,5,0.2
26670,2,1,2.0
26674,2,0,2.0
26680,1,1,1.0
26682,1,2,0.5
26684,3,2,1.5
26689,36,33,1.09
26703,1,0,1.0
26707,22,13,1.69
26714,1,0,1.0
26715,2,5,0.4
26719,1,1,1.0
26721,2,7,0.29
26731,4,31,0.13
26732,2,5,0.4
26735,2,4,0.5
26736,1,1,1.0
26738,2,0,2.0
26740,2,0,2.0
26744,2,2,1.0
26749,3,1,3.0
26755,6,2,3.0
26756,3,4,0.75
26766,3,-2,-1.5
26773,5,10,0.5
26776,1,1,1.0
26799,3,5,0.6
26800,9,-6,-1.5
26813,3,17,0.18
26814,2,2,1.0
26815,1,1,1.0
26820,5,5,1.0
26825,2,1,2.0
26830,2,2,1.0
26843,1,4,0.25
26844,6,7,0.86
26849,4,8,0.5
26855,2,3,0.67
26859,4,1,4.0
26865,1,1,1.0
26867,1,1,1.0
26873,8,2,4.0
26876,8,-2,-4.0
26889,11,32,0.34
26903,2,1,2.0
26906,1,2,0.5
26913,2,5,0.4
26931,1,3,0.33
26932,2,3,0.67
26934,5,-1,-5.0
26936,1,-1,-1.0
26940,2,2,1.0
26944,1,1,1.0
26948,3,2,1.5
26958,1,0,1.0
26961,1,0,1.0
26964,10,29,0.34
26974,5,3,1.67
26981,6,4,1.5
26988,2,0,2.0
26998,4,-1,-4.0
27003,1,3,0.33
27004,2,9,0.22
27007,5,8,0.62
27008,1,2,0.5
27013,4,7,0.57
27017,2,1,2.0
27023,1,1,1.0
27026,1,2,0.5
27027,1,0,1.0
27029,5,0,5.0
27035,5,-1,-5.0
27038,3,4,0.75
27046,6,1,6.0
27059,3,9,0.33
27061,3,1,3.0
27076,5,4,1.25
27082,3,2,1.5
27096,0,2,0.0
27106,1,3,0.33
27107,2,2,1.0
27112,31,33,0.94
27131,6,10,0.6
27137,5,3,1.67
27151,19,6,3.17
27152,3,2,1.5
27162,3,4,0.75
27167,1,4,0.25
27169,4,-7,-0.57
27177,2,1,2.0
27179,3,5,0.6
27189,2,1,2.0
27199,2,10,0.2
27200,2,3,0.67
27204,6,8,0.75
27209,1,1,1.0
27213,1,2,0.5
27214,3,0,3.0
27223,3,3,1.0
27229,8,46,0.17
27232,3,-6,-0.5
27234,3,4,0.75
27237,2,2,1.0
27243,1,6,0.17
27253,1,-2,-0.5
27254,1,3,0.33
27260,1,4,0.25
27261,6,9,0.67
27268,2,3,0.67
27269,1,8,0.12
27274,1,1,1.0
27283,1,0,1.0
27285,1,6,0.17
27286,2,3,0.67
27293,0,2,0.0
27302,2,1,2.0
27304,1,8,0.12
27307,6,23,0.26
27323,1,8,0.12
27326,0,0,0.0
27329,3,0,3.0
27339,1,6,0.17
27340,4,-5,-0.8
27343,3,5,0.6
27346,2,0,2.0
27352,4,3,1.33
27360,4,-1,-4.0
27362,2,5,0.4
27366,1,0,1.0
27367,17,7,2.43
27370,2,1,2.0
27373,3,-1,-3.0
27375,7,-4,-1.75
27385,1,0,1.0
27394,1,25,0.04
27402,2,0,2.0
27404,1,0,1.0
27405,2,0,2.0
27411,1,1,1.0
27413,2,5,0.4
27414,4,4,1.0
27415,5,1,5.0
27425,1,0,1.0
27431,2,1,2.0
27433,1,1,1.0
27436,2,0,2.0
27445,10,9,1.11
27446,1,0,1.0
27453,1,1,1.0
27457,7,17,0.41
27460,2,1,2.0
27463,1,1,1.0
27467,0,0,0.0
27482,2,0,2.0
27485,1,1,1.0
27487,2,2,1.0
27492,1,1,1.0
27494,1,0,1.0
27506,1,2,0.5
27508,1,4,0.25
27512,1,-1,-1.0
27515,1,2,0.5
27524,2,1,2.0
27527,1,5,0.2
27530,2,6,0.33
27532,2,13,0.15
27534,1,-2,-0.5
27537,1,2,0.5
27542,2,4,0.5
27545,3,0,3.0
27547,1,1,1.0
27552,3,0,3.0
27558,1,5,0.2
27559,2,5,0.4
27560,1,4,0.25
27563,1,1,1.0
27566,2,8,0.25
27572,2,2,1.0
27575,2,6,0.33
27583,1,1,1.0
27585,1,2,0.5
27586,3,0,3.0
27591,3,3,1.0
27601,3,4,0.75
27604,2,2,1.0
27608,2,5,0.4
27614,9,33,0.27
27617,3,1,3.0
27618,3,9,0.33
27628,1,0,1.0
27633,27,14,1.93
27634,2,4,0.5
27643,1,6,0.17
27645,4,2,2.0
27648,1,0,1.0
27653,1,0,1.0
27660,5,3,1.67
27666,2,0,2.0
27669,1,2,0.5
27674,1,0,1.0
27677,2,12,0.17
27683,2,1,2.0
27684,1,1,1.0
27687,14,4,3.5
27693,2,4,0.5
27695,3,-2,-1.5
27702,4,13,0.31
27709,2,1,2.0
27711,1,0,1.0
27714,1,-1,-1.0
27720,3,1,3.0
27724,11,7,1.57
27734,4,4,1.0
27735,3,6,0.5
27747,2,5,0.4
27748,6,10,0.6
27750,2,1,2.0
27759,2,1,2.0
27761,5,4,1.25
27770,1,3,0.33
27771,5,17,0.29
27775,2,2,1.0
27779,3,8,0.38
27785,2,0,2.0
27795,2,1,2.0
27801,1,3,0.33
27808,2,5,0.4
27809,6,3,2.0
27812,1,1,1.0
27821,2,4,0.5
27823,1,2,0.5
27825,5,-2,-2.5
27836,1,5,0.2
27839,2,5,0.4
27845,2,2,1.0
27856,1,1,1.0
27859,3,5,0.6
27862,3,2,1.5
